31, 0.3878593442605488, ('Buoy', 0.19973008470130216, 0.9959693009006354), ('boat', 0.3497068616097279, 0.9975879829300873), ('Buoy', 0.39172824920977445), ('boat', 0.6927802451050932)
32, 0.5153441429138184, ('Buoy', 0.2054867862105162, 0.9956027550399934), ('boat', 0.3615349618534332, 0.9974598708163237), ('Buoy', 0.4033711933640006), ('boat', 0.7165030117577158)
33, 0.3948070241556125, ('Buoy', 0.19083920296746473, 0.9957664834567189), ('boat', 0.29221476045416783, 0.9966755561490817), ('Buoy', 0.3771678090033042), ('boat', 0.579500989499279), 0.3771678090033042, 0.579500989499279
